Code,Literal,Literal_clean,Literal_norm,code_type,chapter,is_icd10,D_P,Description
Z87891,Ex tabaquismo,Ex tabaquismo,ex tabaquismo,diagnosis,Z,True,D,Historia personal de dependencia a nicotina
Z6830,obesitat 3t,obesitat 3t,obesitat 3t,diagnosis,Z,True,D,"Índice de masa corporal [IMC] 30.0-30.9, adulto"
F1010,Bebedor,Bebedor,bebedor,diagnosis,F,True,D,"Abuso de alcohol, sin complicaciones"
07TC4ZZ,cistectomía radical lap,cistectomía radical lap,cistectomia radical lap,procedure,0,True,P,"Resección de linfático, pelvis, abordaje endoscópico percutáneo"
O700,desgarro tipo I,desgarro tipo I,desgarro tipo i,diagnosis,O,True,D,Desgarro perineal de primer grado en el parto
F17210,fumador parto,fumador parto,fumador parto,diagnosis,F,True,D,"Dependencia de nicotina, cigarrillos, sin complicaciones"
Z880,Alérgica a amoxicilina,Alérgica a amoxicilina,alergica a amoxicilina,diagnosis,Z,True,D,Estado de alergia a penicilina
0793,rhinovirus,rhinovirus,rhinovirus,procedure,0,False,,
O9989,escoliosis part,escoliosis part,escoliosis part,diagnosis,O,True,D,"Otras enfermedades y afecciones especificadas que complican el embarazo, parto y puerperio"
0W8NXZZ,emld,emld,emld,procedure,0,True,P,"División de perineo, femenino, abordaje externo"
0HHU0NZ,EXPANSOR MAMA iZQUIERDa,EXPANSOR MAMA iZQUIERDa,expansor mama izquierda,procedure,0,True,P,"Inserción en mama, izquierda, de expansor tisular, abordaje abierto"
9921,antibióico,antibióico,antibioico,procedure,9,False,,
R490,disfonía,disfonía,disfonia,diagnosis,R,True,D,Disfonía
E278,Nódulo suprarrenal izquierdo,Nódulo suprarrenal izquierdo,nodulo suprarrenal izquierdo,diagnosis,E,True,D,Otros trastornos específicos de glándula suprarrenal
9929,Enantyum,Enantyum,enantyum,procedure,9,False,,
C778,afectación ganglionar,afectación ganglionar,afectacion ganglionar,diagnosis,C,True,D,Neoplasia maligna secundaria y no especificada de ganglios linfáticos de regiones múltiples
Z8551,historia Carcinoma vesical,historia Carcinoma vesical,historia carcinoma vesical,diagnosis,Z,True,D,Historia personal de neoplasia maligna de vejiga
30233R1,Transfusión plaquetas,Transfusión plaquetas,transfusion plaquetas,procedure,3,True,P,"Transfusión en vena periférica de plaquetas, no autólogo, abordaje percutáneo"
04185,enterobacter cloacae,enterobacter cloacae,enterobacter cloacae,procedure,0,False,,
4619,sinusitis aguda,sinusitis aguda,sinusitis aguda,procedure,4,False,,
O99891,hernia discal L5-S1 parto,hernia discal L5-S1 parto,hernia discal l5-s1 parto,diagnosis,O,True,D,Otras enfermedades y afecciones especificadas que complican el embarazo
36504,Hipertensión ocular,Hipertensión ocular,hipertension ocular,procedure,3,False,,
R7401,TRANSAMINASES ELEVADES,TRANSAMINASES ELEVADES,transaminases elevades,diagnosis,R,True,D,Elevación de niveles de transaminasas hepáticas
E890,hipotiroidismo postquirúrgico parto,hipotiroidismo postquirúrgico parto,hipotiroidismo postquirurgico parto,diagnosis,E,True,D,Hipotiroidismo posprocedimiento
BW24ZZZ,TaC toracico,TaC toracico,tac toracico,diagnosis,B,True,P,Tomografía computarizada (scanner tc) de tórax y abdomen
B182,Cirrosis hepática por VHC,Cirrosis hepática por VHC,cirrosis hepatica por vhc,diagnosis,B,True,D,Hepatitis vírica crónica tipo C
E873,alcalosi respiratòria,alcalosi respiratòria,alcalosi respiratoria,diagnosis,E,True,D,Alcalosis
64911,Obesidad parto,Obesidad parto,obesidad parto,procedure,6,False,,
0UT94ZZ,HISTERECTOMÍA TOTAL lap,HISTERECTOMÍA TOTAL lap,histerectomia total lap,procedure,0,True,P,"Resección de útero, abordaje endoscópico percutáneo"
Q630,duplicidad renal,duplicidad renal,duplicidad renal,diagnosis,Q,True,D,Riñón accesorio
I509,ICC,ICC,icc,diagnosis,I,True,D,"Insuficiencia cardiaca, no especificada"
65611,Rh negativo,Rh negativo,rh negativo,procedure,6,False,,
78900,Dolor abdominal,Dolor abdominal,dolor abdominal,procedure,7,False,,
I6782,infarto crónico,infarto crónico,infarto cronico,diagnosis,I,True,D,Isquemia cerebral
E7800,Hipercolsterolemia,Hipercolsterolemia,hipercolsterolemia,diagnosis,E,True,D,"Hipercolesterolemia pura, no especificada"
0UT64ZZ,SALPINGUECTOMIA geu izq lap,SALPINGUECTOMIA geu izq lap,salpinguectomia geu izq lap,procedure,0,True,P,"Resección de trompa de falopio, izquierda, abordaje endoscópico percutáneo"
009U3ZX,Punción lumbar,Punción lumbar,puncion lumbar,procedure,0,True,P,"Drenaje en canal espinal, diagnóstico, abordaje percutáneo"
Z950,mcp,mcp,mcp,diagnosis,Z,True,D,Presencia de marcapasos cardíaco
V140,Alérgica a amoxicilina,Alérgica a amoxicilina,alergica a amoxicilina,diagnosis,V,True,D,Conductor de vehículo a pedales lesionado en colisión con vehículo de transporte pesado o autobús en un accidente no de tráfico
Z85828,Historia de Ca espinocelular,Historia de Ca espinocelular,historia de ca espinocelular,diagnosis,Z,True,D,Historia personal de otras neoplasias malignas de piel
C679,neo vesical,neo vesical,neo vesical,diagnosis,C,True,D,"Neoplasia maligna de vejiga, no especificada"
65811,Rotura prematura de membranas,Rotura prematura de membranas,rotura prematura de membranas,procedure,6,False,,
A4151,Sepsis e.coli,Sepsis e.coli,sepsis e.coli,diagnosis,A,True,D,Sepsis por Escherichia coli [E. coli]
1550,Hepatocarcinoma,Hepatocarcinoma,hepatocarcinoma,procedure,1,False,,
Z8781,v1551,v1551,v1551,diagnosis,Z,True,D,Historia personal de fractura (consolidada) traumática
V146,ALERGIA A NOLOTIL,ALERGIA A NOLOTIL,alergia a nolotil,diagnosis,V,False,,
75312,Riñones poliquísticos,Riñones poliquísticos,rinones poliquisticos,procedure,7,False,,
O24420,dga 1,dga 1,dga 1,diagnosis,O,True,D,"Diabetes mellitus gestacional en el parto, con control dietético"
64811,tiroides parto,tiroides parto,tiroides parto,procedure,6,False,,
H9192,Hipoacusia IZQUIERDA,Hipoacusia IZQUIERDA,hipoacusia izquierda,diagnosis,H,True,D,"Pérdida de audición no especificada, oído izquierdo"
Z6711,a NEGATIVO,a NEGATIVO,a negativo,diagnosis,Z,True,D,"Grupo sanguíneo A, Rh negativo"
D6851,Factor V Leyden parto,Factor V Leyden parto,factor v leyden parto,diagnosis,D,True,D,Resistencia a la proteína C activada
H2703,Pseudofaquia AO,Pseudofaquia AO,pseudofaquia ao,diagnosis,H,True,D,"Afaquia, bilateral"
V2341,historia parto prematuridad,historia parto prematuridad,historia parto prematuridad,diagnosis,V,True,D,"Conductor de bicicleta eléctrica (asistida) lesionado por colisión con coche, camioneta o furgoneta en un accidente de tráfico"
4131,amo,amo,amo,procedure,4,False,,
Z6740,GS O RH:positivo,GS O RH:positivo,gs o rh:positivo,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
O26893,anti-D JOSE,anti-D JOSE,anti-d jose,diagnosis,O,True,D,"Otras afecciones especificadas relacionadas con embarazo, tercer trimestre"
1963,mtx gangli axila,mtx gangli axila,mtx gangli axila,procedure,1,False,,
K922,hemorragia digestiva alta,hemorragia digestiva alta,hemorragia digestiva alta,diagnosis,K,True,D,"Hemorragia gastrointestinal, no especificada"
D252,mioma subseroso part,mioma subseroso part,mioma subseroso part,diagnosis,D,True,D,Leiomioma subseroso de útero
G43909,MIGRAÑA part,MIGRAÑA part,migrana part,diagnosis,G,True,D,"Migraña, no especificada, no intratable, sin estatus migrañoso"
0794,VPH,VPH,vph,procedure,0,False,,
J42,j42,j42,j42,diagnosis,J,True,D,Bronquitis crónica no especificada
Z91048,Alérgica al niquel,Alérgica al niquel,alergica al niquel,diagnosis,Z,True,D,Estado de alergia a otras sustancias no medicinales
0417,Pseudomonas,Pseudomonas,pseudomonas,procedure,0,False,,
O021,Avortament diferit,Avortament diferit,avortament diferit,diagnosis,O,True,D,Aborto retenido
5361,eventroplastia,eventroplastia,eventroplastia,procedure,5,False,,
1742,ca mama csi,ca mama csi,ca mama csi,procedure,1,False,,
R5600,Convulsión febril,Convulsión febril,convulsion febril,diagnosis,R,True,D,Convulsiones febriles simples
BW03ZZZ,radiografía de tórax.,radiografía de tórax.,radiografia de torax.,diagnosis,B,True,P,Radiografía simple de tórax
F909,TDAH,TDAH,tdah,diagnosis,F,True,D,"Trastorno por déficit de atención con hiperactividad, tipo no especificado"
O9942,Taquicardia supraventricular parto,Taquicardia supraventricular parto,taquicardia supraventricular parto,diagnosis,O,True,D,Enfermedades del aparato circulatorio que complican el parto
9341,Cuerpo extraño bronquio,Cuerpo extraño bronquio,cuerpo extrano bronquio,procedure,9,False,,
Z880,ALERGIA A BETALACTAMICOS,ALERGIA A BETALACTAMICOS,alergia a betalactamicos,diagnosis,Z,True,D,Estado de alergia a penicilina
D72829,leucocitosis rn,leucocitosis rn,leucocitosis rn,diagnosis,D,True,D,"Recuento elevado de leucocitos, no especificado"
H903,Hipoacusia neurosensorial bilateral,Hipoacusia neurosensorial bilateral,hipoacusia neurosensorial bilateral,diagnosis,H,True,D,"Hipoacusia neurosensorial, bilateral"
O9972,Dermatitis Atópica parto,Dermatitis Atópica parto,dermatitis atopica parto,diagnosis,O,True,D,Enfermedades de la piel y el tejido subcutáneo que complican el parto
Z20822,Covid19 negativos,Covid19 negativos,covid19 negativos,diagnosis,Z,True,D,Contacto y (sospecha de) exposición a COVID-19
O99354,HPV parto,HPV parto,hpv parto,diagnosis,O,True,D,Enfermedades del sistema nervioso que complican el parto
64421,pretérmino,pretérmino,pretermino,procedure,6,False,,
88900,Fibroleiomioma,Fibroleiomioma,fibroleiomioma,procedure,8,False,,
4041,vaciamiento ganglionar,vaciamiento ganglionar,vaciamiento ganglionar,procedure,4,False,,
8541,Mastectomía derecha,Mastectomía derecha,mastectomia derecha,procedure,8,False,,
V270,niña,niña,nina,diagnosis,V,True,D,Conductor de motocicleta lesionado en colisión con objeto fijo o estacionado en un accidente no de tráfico
O99344,TOC part,TOC part,toc part,diagnosis,O,True,D,Otros trastornos mentales que complican el parto
C50912,ca mam bilateral,ca mam bilateral,ca mam bilateral,diagnosis,C,True,D,Neoplasia maligna de localización no especificada de mama femenina izquierda
J310,Rinitis parto,Rinitis parto,rinitis parto,diagnosis,J,True,D,Rinitis crónica
27801,Obesidad morbida,Obesidad morbida,obesidad morbida,procedure,2,False,,
64913,Obesidad anteparto,Obesidad anteparto,obesidad anteparto,procedure,6,False,,
30391,alcoholismo,alcoholismo,alcoholismo,procedure,3,False,,
N12,nefritis tubulointersticial,nefritis tubulointersticial,nefritis tubulointersticial,diagnosis,N,True,D,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica"
463,amigdalitis,amigdalitis,amigdalitis,procedure,4,False,,
R5382,Síndrome de fatiga crónica,Síndrome de fatiga crónica,sindrome de fatiga cronica,diagnosis,R,True,D,"Fatiga crónica, no especificada"
Z90722,Salpingooforectomia bilateral,Salpingooforectomia bilateral,salpingooforectomia bilateral,diagnosis,Z,True,D,"Ausencia adquirida de ovarios, bilateral"
Z886,Alergia AINES,Alergia AINES,alergia aines,diagnosis,Z,True,D,Estado de alergia a analgésico
C50911,carcinoma mama derecha,carcinoma mama derecha,carcinoma mama derecha,diagnosis,C,True,D,Neoplasia maligna de localización no especificada de mama femenina derecha
0T9D70Z,sonda uretral,sonda uretral,sonda uretral,procedure,0,True,P,"Drenaje en uretra, con dispositivo de drenaje, abordaje orificio natural o artificial"
F209,Esquizofrenia,Esquizofrenia,esquizofrenia,diagnosis,F,True,D,"Esquizofrenia, no especificada"
8801,TAC Abdomen,TAC Abdomen,tac abdomen,procedure,8,False,,
C50911,CDI MAMA DERECHA,CDI MAMA DERECHA,cdi mama derecha,diagnosis,C,True,D,Neoplasia maligna de localización no especificada de mama femenina derecha
6820,Celulitis submandibular,Celulitis submandibular,celulitis submandibular,procedure,6,False,,
4A023N6,Coronariografía 2,Coronariografía 2,coronariografia 2,procedure,4,True,P,"Medición de toma de muestras y presión, corazón derecho, cardiaco, abordaje percutáneo"
G4733,Síndrome de apnea-hipopnea del sueño,Síndrome de apnea-hipopnea del sueño,sindrome de apnea-hipopnea del sueno,diagnosis,G,True,D,Apnea obstructiva del sueño (del adulto) (pediátrica)
V140,ALERGIA: PENICILINA,ALERGIA: PENICILINA,alergia: penicilina,diagnosis,V,True,D,Conductor de vehículo a pedales lesionado en colisión con vehículo de transporte pesado o autobús en un accidente no de tráfico
42731,Fibril·lació auricular,Fibril·lació auricular,fibril·lacio auricular,procedure,4,False,,
82101,Fractura diafisaria de fémur,Fractura diafisaria de fémur,fractura diafisaria de femur,procedure,8,False,,
O1003,hta puerperal,hta puerperal,hta puerperal,diagnosis,O,True,D,Hipertensión esencial preexistente que complica el puerperio
N10,pielonefritis del injerto,pielonefritis del injerto,pielonefritis del injerto,diagnosis,N,True,D,Pielonefritis aguda
Z91040,ALERGIA AL LATEX,ALERGIA AL LATEX,alergia al latex,diagnosis,Z,True,D,Estado de alergia al látex
0HBU0ZZ,tumorectomia MAMA IZQUIERDA,tumorectomia MAMA IZQUIERDA,tumorectomia mama izquierda,procedure,0,True,P,"Escisión de mama, izquierda, abordaje abierto"
Z87738,V13.67,V13.67,v13.67,diagnosis,Z,True,D,Historia personal de otras malformaciones congénitas especificadas (corregidas) del aparato digestivo
7564,Acondroplasia,Acondroplasia,acondroplasia,procedure,7,False,,
BT1BZZZ,CUMS,CUMS,cums,diagnosis,B,True,P,Radioscopia de vejiga y uretra
O99824,estreptococo positivo,estreptococo positivo,estreptococo positivo,diagnosis,O,True,D,Estado de portadora de estreptococo B que complica el parto
S27322A,contusión pulmonar bilateral,contusión pulmonar bilateral,contusion pulmonar bilateral,diagnosis,S,True,D,"Contusión de pulmón, bilateral, contacto inicial"
O99284,Hiperlipemia part,Hiperlipemia part,hiperlipemia part,diagnosis,O,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto"
O411230,corioamnionitis,corioamnionitis,corioamnionitis,diagnosis,O,True,D,"Corioamnionitis, tercer trimestre, no aplicable o no especificado"
D72829,adherencias part,adherencias part,adherencias part,diagnosis,D,True,D,"Recuento elevado de leucocitos, no especificado"
0UT54ZZ,ANEXECTOMIA DERECHA LAPAROSCOPIA,ANEXECTOMIA DERECHA LAPAROSCOPIA,anexectomia derecha laparoscopia,procedure,0,True,P,"Resección de trompa de falopio, derecha, abordaje endoscópico percutáneo"
J312,Faringitis de repetición,Faringitis de repetición,faringitis de repeticion,diagnosis,J,True,D,Faringitis crónica
B020ZZZ,TAC crani,TAC crani,tac crani,diagnosis,B,True,P,Tomografía computarizada (scanner tc) de cerebro
O9852,Neumonia COVID parto,Neumonia COVID parto,neumonia covid parto,diagnosis,O,True,D,Otras enfermedades virales que complican el parto
O99214,OBESIDAD MÓRBIDA parto,OBESIDAD MÓRBIDA parto,obesidad morbida parto,diagnosis,O,True,D,Obesidad que complica el parto
V4573,Nefroureterectomia,Nefroureterectomia,nefroureterectomia,diagnosis,V,False,,
6821,abceso cuello,abceso cuello,abceso cuello,procedure,6,False,,
0T9B70Z,sondaje vesical con sonda,sondaje vesical con sonda,sondaje vesical con sonda,procedure,0,True,P,"Drenaje en vejiga, con dispositivo de drenaje, abordaje orificio natural o artificial"
B373,candidiasis vaginal part,candidiasis vaginal part,candidiasis vaginal part,diagnosis,B,True,D,Candidiasis de vulva y vagina
B9689,Corynebacterium,Corynebacterium,corynebacterium,diagnosis,B,True,D,Otros agentes bacterianos como causa de enfermedades clasificadas bajo otro concepto
3E0F7SF,oxigenoterapia,oxigenoterapia,oxigenoterapia,procedure,3,True,P,"Introducción en tracto respiratorio de gas, otro gas, abordaje orificio natural o artificial"
V137,exPrematuro,exPrematuro,exprematuro,diagnosis,V,False,,
74721,Arco aortico,Arco aortico,arco aortico,procedure,7,False,,
64891,Migraña parto,Migraña parto,migrana parto,procedure,6,False,,
E8780,trasplant,trasplant,trasplant,diagnosis,E,False,,
O351XX0,ILE por Trisomia,ILE por Trisomia,ile por trisomia,diagnosis,O,False,,
2888,leucocitosis con neutrofilia,leucocitosis con neutrofilia,leucocitosis con neutrofilia,procedure,2,False,,
78659,Dolores torácico atípicos,Dolores torácico atípicos,dolores toracico atipicos,procedure,7,False,,
2720,colesterol,colesterol,colesterol,procedure,2,False,,
N950,metrorragia postmenopaúsica,metrorragia postmenopaúsica,metrorragia postmenopausica,diagnosis,N,True,D,Hemorragia posmenopáusica
N200,Litiasis renal.,Litiasis renal.,litiasis renal.,diagnosis,N,True,D,Cálculo del riñón
4264,bloqueo de rama derecha,bloqueo de rama derecha,bloqueo de rama derecha,procedure,4,False,,
220,fibroma ovario,fibroma ovario,fibroma ovario,procedure,2,False,,
Z21,HIV part,HIV part,hiv part,diagnosis,Z,True,D,Estado de infección asintomática por virus de inmunodeficiencia humana [VIH]
64803,dm anteparto,dm anteparto,dm anteparto,procedure,6,False,,
E873,alcalosis,alcalosis,alcalosis,diagnosis,E,True,D,Alcalosis
85503,ADENOCARCINOMA ACINAR,ADENOCARCINOMA ACINAR,adenocarcinoma acinar,procedure,8,False,,
72886,fascitis necrotizante,fascitis necrotizante,fascitis necrotizante,procedure,7,False,,
0UQJXZZ,desgarro CLITORIS,desgarro CLITORIS,desgarro clitoris,procedure,0,True,P,"Reparación de clítoris, abordaje externo"
27702,Fibrosis quística pulmon,Fibrosis quística pulmon,fibrosis quistica pulmon,procedure,2,False,,
J339,POLIPOSIS NASAL,POLIPOSIS NASAL,poliposis nasal,diagnosis,J,True,D,"Pólipo nasal, no especificado"
N200,Litiasis renales derechas,Litiasis renales derechas,litiasis renales derechas,diagnosis,N,True,D,Cálculo del riñón
Q315,laringomalacia,laringomalacia,laringomalacia,diagnosis,Q,True,D,Laringomalacia congénita
I130,Hipertensión Insuficiencia cardíaca Insuficiencia renal crónica,Hipertensión Insuficiencia cardíaca Insuficiencia renal crónica,hipertension insuficiencia cardiaca insuficiencia renal cronica,diagnosis,I,True,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada
