Code,Literal,Code_clean,Literal_basic,in_icd_reference,D_P,Description
78039,Convulsió,78039,Convulsió,False,,
9390,Ventilación Mecánica No Invasiva,9390,Ventilación Mecánica No Invasiva,False,,
6102,adenosis esclerosante mama,6102,adenosis esclerosante mama,False,,
K5730,Diverticulosis de colon,K5730,Diverticulosis de colon,True,D,"Diverticulosis de colon sin perforación ni absceso, sin hemorragia"
O9952,Rinitis alérgica part,O9952,Rinitis alérgica part,True,D,Enfermedades del aparato respiratorio que complican el parto
K8301,colangitis esclerosante,K8301,colangitis esclerosante,True,D,Colangitis esclerosante primaria
BW03ZZZ,Radiografía de tórax y abdomen,BW03ZZZ,Radiografía de tórax y abdomen,True,P,Radiografía simple de tórax
D563,Talasemia minor parto,D563,Talasemia minor parto,True,D,Talasemia menor
0UPD7HZ,Retirada DIU,0UPD7HZ,Retirada DIU,True,P,"Retirada en útero y cérvix, de dispositivo anticonceptivo, abordaje orificio natural o artificial"
Q5120,Útero subsepto parto,Q5120,Útero subsepto parto,False,,
51884,INSUFICIENCIA RESPIRATORIA CRONICA agud,51884,INSUFICIENCIA RESPIRATORIA CRONICA agud,False,,
E669,Hipotiroidismo parto,E669,Hipotiroidismo parto,True,D,"Obesidad, no especificada"
6179,Endometriosis,6179,Endometriosis,False,,
N7011,hidrosalpinx,N7011,hidrosalpinx,True,D,Salpingitis crónica
1743,Neo de mama cii,1743,Neo de mama cii,False,,
3970,Insuficienica tricuspidea,3970,Insuficienica tricuspidea,False,,
Z8614,Hipoacusia parto,Z8614,Hipoacusia parto,True,D,Historia personal de infección por Staphylococcus aureus resistente a meticilina
C541,Carcinoma endometrial,C541,Carcinoma endometrial,True,D,Neoplasia maligna de endometrio
R05,Tos,R05,Tos,True,D,Tos
Z20828,Portadora VHB madre rn,Z20828,Portadora VHB madre rn,True,D,Contacto y (sospecha de) exposición a otras enfermedades virales transmisibles
3E0P7VZ,PGE2,3E0P7VZ,PGE2,True,P,"Introducción en reproductor femenino de hormona, abordaje orificio natural o artificial"
O99892,Hipotiroidismo parto,O99892,Hipotiroidismo parto,True,D,Otras enfermedades y afecciones especificadas que complican el parto
Z91013,alergia pescado,Z91013,alergia pescado,True,D,Alergia a alimentos marinos
80001,Masa,80001,Masa,False,,
H33002,H33.002,H33002,H33.002,True,D,"Desprendimiento de retina no especificado con rotura retiniana, ojo izquierdo"
R233,equimosis,R233,equimosis,True,D,Equimosis espontánea
K649,hemorroides,K649,hemorroides,True,D,Hemorroides no especificadas
Z940,Trasplantament renal,Z940,Trasplantament renal,True,D,Estado de trasplante renal
R7881,Bacteriemia posparto,R7881,Bacteriemia posparto,True,D,Bacteriemia
3E0337Z,SUEROTERAPIA,3E0337Z,SUEROTERAPIA,True,P,"Introducción en vena periférica de sustancia para equilibrio hidroelectrolítico, abordaje percutáneo"
BT4JZZZ,Ecografía urológica,BT4JZZZ,Ecografía urológica,True,P,Ecografía de riñones y vejiga
I259,C.ISQUEMICA,I259,C.ISQUEMICA,True,D,"Enfermedad isquémica crónica cardiaca, no especificada"
B181,Hepatitis B cronica,B181,Hepatitis B cronica,True,D,"Hepatitis vírica crónica tipo B, sin agente delta"
Z3183,Punción folicular,Z3183,Punción folicular,True,D,Contacto para ciclo de fertilidad de reproducción asistida
09SM0ZZ,septoplastia,09SM0ZZ,septoplastia,True,P,"Reposición de tabique nasal, abordaje abierto"
I4510,BRD,I4510,BRD,True,D,Bloqueo de rama derecha no especificado
D241,Papiloma Mama derecha,D241,Papiloma Mama derecha,True,D,Neoplasia benigna de mama derecha
B977,HPV PARTO,B977,HPV PARTO,True,D,Papilomavirus como causa de enfermedades clasificadas bajo otro concepto
7226,Discopatía degenerativa,7226,Discopatía degenerativa,False,,
J9600,ira 2,J9600,ira 2,True,D,Insuficiencia respiratoria aguda no especificada si con hipoxia o con hipercapnia
5070,broncoaspirativo,5070,broncoaspirativo,False,,
I129,hta irc 3,I129,hta irc 3,True,D,Enfermedad renal crónica hipertensiva con enfermedad renal crónica en estadio 1 a 4 o con enfermedad renal crónica no especificada
Z6720,GS: B Rh +.,Z6720,GS: B Rh +.,True,D,"Grupo sanguíneo B, Rh positivo"
4241,Insuficiencia aórtica,4241,Insuficiencia aórtica,False,,
99859,Abceso qx,99859,Abceso qx,False,,
BQ40ZZZ,Ecografía cadera dreta,BQ40ZZZ,Ecografía cadera dreta,True,P,"Ecografía de cadera, derecha"
Z371,rn mort,Z371,rn mort,True,D,Niño único mortinato
V4282,TPH,V4282,TPH,False,,
0UT50ZZ,SALPINGUECTOMÍA DERECHA,0UT50ZZ,SALPINGUECTOMÍA DERECHA,True,P,"Resección de trompa de falopio, derecha, abordaje abierto"
7812,trastorno de la marcha,7812,trastorno de la marcha,False,,
2564,ovario poliquístico,2564,ovario poliquístico,False,,
D693,PTI parto,D693,PTI parto,True,D,Púrpura trombocitopénica inmune [PTI]
K630,Abscés intestinal,K630,Abscés intestinal,True,D,Absceso de intestino
O99354,Migraña con aura parto,O99354,Migraña con aura parto,True,D,Enfermedades del sistema nervioso que complican el parto
E232,Diabetis insípida,E232,Diabetis insípida,True,D,Diabetes insípida
3E0F7SF,OXIGENO,3E0F7SF,OXIGENO,True,P,"Introducción en tracto respiratorio de gas, otro gas, abordaje orificio natural o artificial"
O99214,hipotiroidisme part,O99214,hipotiroidisme part,True,D,Obesidad que complica el parto
P398,77189,P398,77189,True,D,Otros tipos especificados de infecciones específicas del período perinatal
64883,DG anteparto,64883,DG anteparto,False,,
O9081,Anemia postparto,O9081,Anemia postparto,True,D,Anemia puerperal
O9989,migrañas parto,O9989,migrañas parto,True,D,"Otras enfermedades y afecciones especificadas que complican el embarazo, parto y puerperio"
O1414,preeclampsia grave,O1414,preeclampsia grave,True,D,"Preeclampsia grave, que complica el parto"
0HBU0ZZ,TUMORECTOMÍA DE MAMA IZQUIERDA,0HBU0ZZ,TUMORECTOMÍA DE MAMA IZQUIERDA,True,P,"Escisión de mama, izquierda, abordaje abierto"
F1021,Ex-enol,F1021,Ex-enol,True,D,"Dependencia de alcohol, en remisión"
B181,Hepatitis B.,B181,Hepatitis B.,True,D,"Hepatitis vírica crónica tipo B, sin agente delta"
7851,Plapitaciones,7851,Plapitaciones,False,,
D509,Anemia ferropénica,D509,Anemia ferropénica,True,D,"Anemia ferropénica, no especificada"
P701,hijo de madre diabetica,P701,hijo de madre diabetica,True,D,Síndrome del recién nacido hijo de madre diabética
1890,ca renal,1890,ca renal,False,,
N261,ATROFIA RENAL DERECHA,N261,ATROFIA RENAL DERECHA,True,D,Atrofia del riñón (terminal)
H9319,Acufenos,H9319,Acufenos,True,D,"Acúfenos [tinnitus], oído no especificado"
J45909,ASMA part,J45909,ASMA part,True,D,"Asma no especificada, sin complicaciones"
O6003,Amenaza de Parto Pretérmino,O6003,Amenaza de Parto Pretérmino,True,D,"Trabajo de parto prematuro sin parto, tercer trimestre"
0TT14ZZ,NEFRECTOMÍA LAPAROSCÓPICA IZQUIERDA,0TT14ZZ,NEFRECTOMÍA LAPAROSCÓPICA IZQUIERDA,True,P,"Resección de riñón, izquierdo, abordaje endoscópico percutáneo"
R0689,hipercapnia leve,R0689,hipercapnia leve,True,D,Otras alteraciones de la respiración
Z6710,GS: A POSITIVO,Z6710,GS: A POSITIVO,True,D,"Grupo sanguíneo A, Rh positivo"
Q600,Monorreno izquierdo congénito,Q600,Monorreno izquierdo congénito,True,D,Agenesia renal unilateral
0SP90JZ,recambio PTC derecha,0SP90JZ,recambio PTC derecha,True,P,"Retirada en articulación cadera, derecha, de sustituto sintético, abordaje abierto"
5601,ileo paralítico,5601,ileo paralítico,False,,
I861,Varicocele,I861,Varicocele,True,D,Varices escrotales
E876,hipopotasemia,E876,hipopotasemia,True,D,Hipopotasemia
0D1N0Z4,colostomía terminal,0D1N0Z4,colostomía terminal,True,P,"Derivación de colon sigmoide a cutáneo, abordaje abierto"
9351,impactación esofágica,9351,impactación esofágica,False,,
2761,Hiponatremia,2761,Hiponatremia,False,,
Z886,ALERGIAS: AAS,Z886,ALERGIAS: AAS,True,D,Estado de alergia a analgésico
F6089,Trastorno de personalidad cluster B,F6089,Trastorno de personalidad cluster B,True,D,Otros tipos de trastornos específicos de personalidad
8878,EcoTV,8878,EcoTV,False,,
3E0R3BZ,EPIDURAL,3E0R3BZ,EPIDURAL,True,P,"Introducción en canal espinal de agente anestésico, abordaje percutáneo"
3324,fibrobroncoscopia bas,3324,fibrobroncoscopia bas,False,,
L439,liquen plano,L439,liquen plano,True,D,"Liquen plano, no especificado"
E113299,retinopatía diabética,E113299,retinopatía diabética,True,D,"Diabetes mellitus tipo 2 con retinopatía diabética no proliferativa leve sin edema macular, ojo no especificado"
C773,c773,C773,c773,True,D,Neoplasia maligna secundaria y no especificada de ganglios linfáticos de axila y extremidad superior
64843,TDAH anteparto,64843,TDAH anteparto,False,,
30233N1,hematíes,30233N1,hematíes,True,P,"Transfusión en vena periférica de hematíes, no autólogo, abordaje percutáneo"
O9081,anemia postparto,O9081,anemia postparto,True,D,Anemia puerperal
475,Absceso periamigdalino,475,Absceso periamigdalino,False,,
F99,patología psiquiátrica,F99,patología psiquiátrica,True,D,"Trastorno mental, no especificado de otro modo"
G610,Guillen Barre,G610,Guillen Barre,True,D,Síndrome de Guillain-Barré
51884,irca,51884,irca,False,,
0JQC0ZZ,colpoplastia anterior,0JQC0ZZ,colpoplastia anterior,True,P,"Reparación de tejido subcutáneo y fascia, región pélvica, abordaje abierto"
Q0700,arnold chiari,Q0700,arnold chiari,True,D,Síndrome de Arnold-Chiari sin espina bífida o hidrocefalia
7321,perthes,7321,perthes,False,,
N920,Polimenorrea,N920,Polimenorrea,True,D,Menstruación excesiva y frecuente con ciclo regular
28802,Neutropenia ciclica,28802,Neutropenia ciclica,False,,
BQ00ZZZ,Radiografía caderas,BQ00ZZZ,Radiografía caderas,True,P,"Radiografía simple de cadera, derecha"
Z4002,CONTACTO PARA EXTRACCION PROFILACTICA DE OVARI,Z4002,CONTACTO PARA EXTRACCION PROFILACTICA DE OVARI,True,D,Contacto para extracción profiláctica de ovario(s)
0UB98ZX,biopsia Endometri,0UB98ZX,biopsia Endometri,True,P,"Escisión de útero, diagnóstico, abordaje orificio natural o artificial, endoscópico"
0TQD7ZZ,Laceración periuretral,0TQD7ZZ,Laceración periuretral,True,P,"Reparación de uretra, abordaje orificio natural o artificial"
V137,historia prematur,V137,historia prematur,False,,
K3580,APENDICITIS AGUDA,K3580,APENDICITIS AGUDA,True,D,Apendicitis aguda no especificada
F419,bulimia nerviosa parto,F419,bulimia nerviosa parto,True,D,"Trastorno de ansiedad, no especificado"
591,hidronefrosis,591,hidronefrosis,False,,
E669,Obesa,E669,Obesa,True,D,"Obesidad, no especificada"
N3941,incontinencia de urgencia,N3941,incontinencia de urgencia,True,D,Incontinencia de urgencia
M5126,HERNIA DISCAL L3-L4,M5126,HERNIA DISCAL L3-L4,True,D,"Otros desplazamientos de disco intervertebral, región lumbar"
J910,derrame pleural maligno,J910,derrame pleural maligno,True,D,Derrame pleural maligno
O9942,Sd de May-Thurner parto,O9942,Sd de May-Thurner parto,True,D,Enfermedades del aparato circulatorio que complican el parto
0CTQXZZ,ADENOAMIGDALECTOMÍA,0CTQXZZ,ADENOAMIGDALECTOMÍA,True,P,"Resección de adenoides, abordaje externo"
M898X9,dolores óseos,M898X9,dolores óseos,True,D,"Otros trastornos de hueso especificados, localización no especificada"
0UT64ZZ,SALPINGUECTOMÍA geu izq lap,0UT64ZZ,SALPINGUECTOMÍA geu izq lap,True,P,"Resección de trompa de falopio, izquierda, abordaje endoscópico percutáneo"
85203,Carcinoma lobulillar,85203,Carcinoma lobulillar,False,,
BT4JZZZ,ECOGRAFIA RENAL,BT4JZZZ,ECOGRAFIA RENAL,True,P,Ecografía de riñones y vejiga
2720,Hipercolesterolèmia parto,2720,Hipercolesterolèmia parto,False,,
E119,D.M,E119,D.M,True,D,Diabetes mellitus tipo 2 sin complicaciones
Z6711,: A Rh: negativo,Z6711,: A Rh: negativo,True,D,"Grupo sanguíneo A, Rh negativo"
28959,Quistes esplénicos,28959,Quistes esplénicos,False,,
O9942,Insuficiencia venosa crónica parto,O9942,Insuficiencia venosa crónica parto,True,D,Enfermedades del aparato circulatorio que complican el parto
2900,Deteriorament senil,2900,Deteriorament senil,False,,
0UT10ZZ,Ooforectomía izquierda,0UT10ZZ,Ooforectomía izquierda,True,P,"Resección de ovario, izquierdo, abordaje abierto"
5424,Biopsias peritoneales lap,5424,Biopsias peritoneales lap,False,,
8872,ecoscopia,8872,ecoscopia,False,,
0UT74ZZ,salpinguectomia bilateral laparoscopia,0UT74ZZ,salpinguectomia bilateral laparoscopia,True,P,"Resección de trompas de falopio, bilateral, abordaje endoscópico percutáneo"
Z6711,Grupo: A Rh: negativo,Z6711,Grupo: A Rh: negativo,True,D,"Grupo sanguíneo A, Rh negativo"
Z905,Nefrectomia,Z905,Nefrectomia,True,D,Ausencia adquirida de riñón
3E033NZ,Midazolam,3E033NZ,Midazolam,True,P,"Introducción en vena periférica de analgésicos, hipnóticos, sedantes, abordaje percutáneo"
0UT90ZZ,ht,0UT90ZZ,ht,True,P,"Resección de útero, abordaje abierto"
O6003,Amenaza de parto pretérmino,O6003,Amenaza de parto pretérmino,True,D,"Trabajo de parto prematuro sin parto, tercer trimestre"
C50912,ca de mama IZDA,C50912,ca de mama IZDA,True,D,Neoplasia maligna de localización no especificada de mama femenina izquierda
6563,Doble annexectomia lap,6563,Doble annexectomia lap,False,,
O99354,Migrañas con aura PART,O99354,Migrañas con aura PART,True,D,Enfermedades del sistema nervioso que complican el parto
R410,desorientada,R410,desorientada,True,D,"Desorientación, no especificada"
N801,Endometriosis bilateral,N801,Endometriosis bilateral,True,D,Endometriosis del ovario
M2012,HALLUX VALGUS PIE IZQUIERDO,M2012,HALLUX VALGUS PIE IZQUIERDO,True,D,"Hallux valgus (adquirido), pie izquierdo"
8801,TAC abdominopélvico,8801,TAC abdominopélvico,False,,
I422,MIOCARDIOPATÍA HIPERTRÓFICA NO OBSTRUTIVA,I422,MIOCARDIOPATÍA HIPERTRÓFICA NO OBSTRUTIVA,True,D,Otras Miocardiopatías hipertróficas
7455,foramen oval permeable,7455,foramen oval permeable,False,,
3899,Hipoacusia,3899,Hipoacusia,False,,
78791,diarreco,78791,diarreco,False,,
0W9G3ZZ,Paracentesis,0W9G3ZZ,Paracentesis,True,P,"Drenaje en cavidad peritoneal, abordaje percutáneo"
O9989,LES parto,O9989,LES parto,True,D,"Otras enfermedades y afecciones especificadas que complican el embarazo, parto y puerperio"
Z6740,Grupo sanguíneo 0+,Z6740,Grupo sanguíneo 0+,True,D,"Grupo sanguíneo O, Rh positivo"
754,Extracción manual de placenta,754,Extracción manual de placenta,False,,
Z886,Alergia paracetamol,Z886,Alergia paracetamol,True,D,Estado de alergia a analgésico
8531,reduccion mama unilateral,8531,reduccion mama unilateral,False,,
3572,polineuropatía dm,3572,polineuropatía dm,False,,
O925,no desea Lactancia,O925,no desea Lactancia,True,D,Lactancia suprimida
V5863,antiagregante,V5863,antiagregante,False,,
V1302,Pielonefritis de repetició,V1302,Pielonefritis de repetició,False,,
F4321,Trastorno adaptativo con síntomas depresivos,F4321,Trastorno adaptativo con síntomas depresivos,True,D,Trastorno adaptativo con estado de ánimo depresivo
53011,Esofagitis por reflujo,53011,Esofagitis por reflujo,False,,
4223,Esofagoscopia,4223,Esofagoscopia,False,,
598,cateteres doble J.,598,cateteres doble J.,False,,
K449,Hèrnia de hiatus,K449,Hèrnia de hiatus,True,D,Hernia diafragmática sin obstrucción ni gangrena
4400,Ateromatosis aórtica,4400,Ateromatosis aórtica,False,,
7210,cervicoartrosis,7210,cervicoartrosis,False,,
N179,Insuficiencia renal crónica agudizada,N179,Insuficiencia renal crónica agudizada,True,D,"Fallo renal agudo, no especificado"
0UT50ZZ,ANEXECTOMÍA DERECHA,0UT50ZZ,ANEXECTOMÍA DERECHA,True,P,"Resección de trompa de falopio, derecha, abordaje abierto"
61804,rectocele,61804,rectocele,False,,
E669,obesidad part,E669,obesidad part,True,D,"Obesidad, no especificada"
47400,Amigdalitis a repetición,47400,Amigdalitis a repetición,False,,
K922,hemorragia digestiva,K922,hemorragia digestiva,True,D,"Hemorragia gastrointestinal, no especificada"
O9842,Hepatitis B part,O9842,Hepatitis B part,True,D,Hepatitis viral que complica el parto
30000,Síndrome ansioso,30000,Síndrome ansioso,False,,
BR3FZZZ,RM COLUMNA LUMBOSACRA,BR3FZZZ,RM COLUMNA LUMBOSACRA,True,P,Imagen por resonancia magnética (rm) de sacro y cóccix
4264,BIRDHH,4264,BIRDHH,False,,
65701,Polihidramnios,65701,Polihidramnios,False,,
V8542,IMC 45,V8542,IMC 45,False,,
O9852,rubeola NO INMune,O9852,rubeola NO INMune,True,D,Otras enfermedades virales que complican el parto
T391X2A,suicidio paracetamol,T391X2A,suicidio paracetamol,True,D,"Envenenamiento por derivados de 4-aminofenol, autolesión intencionada, contacto inicial"
V2651,ligadura tubárica,V2651,ligadura tubárica,True,D,Pasajero de bicicleta eléctrica (asistida) lesionado por colisión con otro vehículo no motorizado en un accidente de tráfico
89803,carcinosarcoma,89803,carcinosarcoma,False,,
O3663X0,macrosomía fetal.,O3663X0,macrosomía fetal.,True,D,"Atención materna por crecimiento fetal excesivo, tercer trimestre, no aplicable o no especificado"
0H9U0ZZ,Drenaje de absceso de mama izquierda,0H9U0ZZ,Drenaje de absceso de mama izquierda,True,P,"Drenaje en mama, izquierda, abordaje abierto"
O30043,"Gestación gemelar, BC/BA",O30043,"Gestación gemelar, BC/BA",True,D,"Embarazo gemelar dicoriónico/ diamniótico, tercer trimestre"
R230,cianosis,R230,cianosis,True,D,Cianosis
30233N1,1CCHH,30233N1,1CCHH,True,P,"Transfusión en vena periférica de hematíes, no autólogo, abordaje percutáneo"
G43109,Migrañas con aura,G43109,Migrañas con aura,True,D,"Migraña con aura, no intratable, sin estatus migrañoso"
4051,linfadenectomia axilar derecha,4051,linfadenectomia axilar derecha,False,,
F1210,cannabis part,F1210,cannabis part,True,D,"Abuso de cannabis, sin complicaciones"
G43109,Migraña con aura parto,G43109,Migraña con aura parto,True,D,"Migraña con aura, no intratable, sin estatus migrañoso"
Z6710,A pos,Z6710,A pos,True,D,"Grupo sanguíneo A, Rh positivo"
Z940,Trasplante renal,Z940,Trasplante renal,True,D,Estado de trasplante renal
Z87891,Ex -fumadora,Z87891,Ex -fumadora,True,D,Historia personal de dependencia a nicotina
E282,sop parto,E282,sop parto,True,D,Síndrome de ovario poliquístico
30491,Politoxicomana,30491,Politoxicomana,False,,
O99354,epilepsia part,O99354,epilepsia part,True,D,Enfermedades del sistema nervioso que complican el parto
Z6741,O neg,Z6741,O neg,True,D,"Grupo sanguíneo O, Rh negativo"
2188,Septoplastia,2188,Septoplastia,False,,
5794,sv,5794,sv,False,,
80103,ca,80103,ca,False,,
65971,NST no tranquilizador,65971,NST no tranquilizador,False,,
Z3A37,37+4 semanas,Z3A37,37+4 semanas,True,D,37 semanas de gestación
